name,class,year,week,weeks_since,show_count,current_overall_average,current_me_average,current_ve_average,current_m_average,current_v_average,last_show_overall_score,last_show_me_score,last_show_ve_score,last_show_m_score,last_show_v_score,overall score,me score,ve score,m score,v score,last_overall_jump,last_me_jump,last_ve_jump,last_m_jump,last_v_jump,last_2_overall_average,last_2_me_average,last_2_ve_average,last_2_m_average,last_2_v_average
Unionville,PSA,2015,6,1,3,75.084,30.467,29.55,15.067,-0.233,77.35,30.8,31.25,15.3,0.0,81.301,31.6,31.5,18.2,0.0,1.949,0.8,0.55,0.6,0.0,76.375,30.4,30.975,15.0,0.0
Unionville,PSA,2015,8,2,4,76.638,30.75,30.038,15.85,-0.175,81.301,31.6,31.5,18.2,0.0,80.851,33.4,31.85,15.6,0.0,3.951,0.8,0.25,2.9,0.0,79.326,31.2,31.375,16.75,0.0
Viewmont HS,PSA,2015,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.65,28.0,30.35,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viewmont HS,PSA,2015,5,2,1,71.65,28.0,30.35,13.3,0.0,71.65,28.0,30.35,13.3,0.0,74.25,28.4,29.65,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viewmont HS,PSA,2015,6,1,2,72.95,28.2,30.0,14.75,0.0,74.25,28.4,29.65,16.2,0.0,69.9,24.4,30.3,15.2,0.0,2.6,0.4,-0.7,2.9,0.0,72.95,28.2,30.0,14.75,0.0
Viewmont HS,PSA,2015,8,2,3,71.933,26.933,30.1,14.9,0.0,69.9,24.4,30.3,15.2,0.0,75.2,30.0,30.8,14.4,0.0,-4.35,-4.0,0.65,-1.0,0.0,72.075,26.4,29.975,15.7,0.0
Viewmont HS,PSA,2015,11,3,4,72.75,27.7,30.275,14.775,0.0,75.2,30.0,30.8,14.4,0.0,84.15,33.0,35.35,15.8,0.0,5.3,5.6,0.5,-0.8,0.0,72.55,27.2,30.55,14.8,0.0
West HS (Torrance),PSA,2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,29.8,28.4,15.3,-6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West HS (Torrance),PSA,2015,2,2,1,73.5,29.8,28.4,15.3,-6.65,73.5,29.8,28.4,15.3,-6.65,69.6,27.5,28.7,13.4,-4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Sky Percussion,PIW,2015,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6,32.8,32.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Sky Percussion,PIW,2015,8,7,1,80.6,32.8,32.3,15.5,0.0,80.6,32.8,32.3,15.5,0.0,87.251,35.9,33.25,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Brass Indoor,PIW,2015,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.15,34.0,33.65,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Brass Indoor,PIW,2015,3,1,1,83.15,34.0,33.65,15.5,0.0,83.15,34.0,33.65,15.5,0.0,77.9,31.8,28.9,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Brass Indoor,PIW,2015,6,3,2,80.525,32.9,31.275,16.35,0.0,77.9,31.8,28.9,17.2,0.0,80.55,32.6,31.95,16.0,0.0,-5.25,-2.2,-4.75,1.7,0.0,80.525,32.9,31.275,16.35,0.0
Orange County Independent Percussion,PIW,2015,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.45,35.0,32.85,16.6,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange County Independent Percussion,PIW,2015,4,2,1,84.45,35.0,32.85,16.6,-1.2,84.45,35.0,32.85,16.6,-1.2,84.45,34.4,32.95,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange County Independent Percussion,PIW,2015,5,1,2,84.45,34.7,32.9,16.85,-0.6,84.45,34.4,32.95,17.1,0.0,84.45,34.6,32.85,17.0,0.0,0.0,-0.6,0.1,0.5,1.2,84.45,34.7,32.9,16.85,-0.6
Orange County Independent Percussion,PIW,2015,8,3,3,84.45,34.667,32.883,16.9,-0.4,84.45,34.6,32.85,17.0,0.0,89.2,36.7,33.9,18.6,0.0,0.0,0.2,-0.1,-0.1,0.0,84.45,34.5,32.9,17.05,0.0
POW Percussion,PIW,2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.95,31.2,33.35,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POW Percussion,PIW,2015,6,6,1,80.95,31.2,33.35,16.4,0.0,80.95,31.2,33.35,16.4,0.0,83.5,33.0,34.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POW Percussion,PIW,2015,8,2,2,82.225,32.1,33.775,16.35,0.0,83.5,33.0,34.2,16.3,0.0,88.45,35.5,34.55,18.4,-0.5,2.55,1.8,0.85,-0.1,0.0,82.225,32.1,33.775,16.35,0.0
Pulse Percussion,PIW,2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8,34.8,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulse Percussion,PIW,2015,6,6,1,85.8,34.8,34.0,17.0,0.0,85.8,34.8,34.0,17.0,0.0,91.35,36.4,37.45,17.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulse Percussion,PIW,2015,8,2,2,88.575,35.6,35.725,17.25,-0.1,91.35,36.4,37.45,17.5,-0.2,94.25,38.4,36.95,18.9,-0.5,5.55,1.6,3.45,0.5,-0.2,88.575,35.6,35.725,17.25,-0.1
RCC,PIW,2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7,35.2,34.8,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC,PIW,2015,5,5,1,87.7,35.2,34.8,17.7,0.0,87.7,35.2,34.8,17.7,0.0,89.75,36.4,35.25,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC,PIW,2015,8,3,2,88.725,35.8,35.025,17.9,0.0,89.75,36.4,35.25,18.1,0.0,95.15,38.8,36.75,19.6,0.0,2.05,1.2,0.45,0.4,0.0,88.725,35.8,35.025,17.9,0.0
Elan Percussion,PIO,2015,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,31.4,29.9,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elan Percussion,PIO,2015,6,2,1,75.6,31.4,29.9,14.3,0.0,75.6,31.4,29.9,14.3,0.0,79.2,31.4,31.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elan Percussion,PIO,2015,8,2,2,77.4,31.4,30.85,15.15,0.0,79.2,31.4,31.8,16.0,0.0,82.35,31.8,34.05,16.5,-0.1,3.6,0.0,1.9,1.7,0.0,77.4,31.4,30.85,15.15,0.0
River City Rhythm,PIO,2015,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.65,29.0,33.25,16.4,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
River City Rhythm,PIO,2015,2,1,1,78.65,29.0,33.25,16.4,-4.6,78.65,29.0,33.25,16.4,-4.6,77.85,31.2,33.15,13.5,-6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
River City Rhythm,PIO,2015,4,2,2,78.25,30.1,33.2,14.95,-5.45,77.85,31.2,33.15,13.5,-6.3,85.8,34.6,34.3,16.9,-3.25,-0.8,2.2,-0.1,-2.9,-1.7,78.25,30.1,33.2,14.95,-5.45
River City Rhythm,PIO,2015,6,2,3,80.767,31.6,33.567,15.6,-4.717,85.8,34.6,34.3,16.9,-3.25,84.45,35.4,32.85,16.2,0.0,7.95,3.4,1.15,3.4,3.05,81.825,32.9,33.725,15.2,-4.775
Watchmen Percussion,PIO,2015,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,29.4,29.1,13.6,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watchmen Percussion,PIO,2015,6,2,1,72.1,29.4,29.1,13.6,-0.1,72.1,29.4,29.1,13.6,-0.1,65.8,24.4,27.8,13.6,-12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watchmen Percussion,PIO,2015,8,2,2,68.95,26.9,28.45,13.6,-6.45,65.8,24.4,27.8,13.6,-12.8,73.55,30.8,27.95,14.8,0.0,-6.3,-5.0,-1.3,0.0,-12.7,68.95,26.9,28.45,13.6,-6.45
Weber State Indoor Percussion,PIO,2015,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.65,29.6,32.55,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weber State Indoor Percussion,PIO,2015,3,1,1,76.65,29.6,32.55,14.5,0.0,76.65,29.6,32.55,14.5,0.0,81.75,32.0,33.75,16.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weber State Indoor Percussion,PIO,2015,5,2,2,79.2,30.8,33.15,15.25,-0.2,81.75,32.0,33.75,16.0,-0.4,87.55,35.0,35.65,16.9,0.0,5.1,2.4,1.2,1.5,-0.4,79.2,30.8,33.15,15.25,-0.2
Weber State Indoor Percussion,PIO,2015,6,1,3,81.983,32.2,33.983,15.8,-0.133,87.55,35.0,35.65,16.9,0.0,88.05,32.4,37.35,18.3,0.0,5.8,3.0,1.9,0.9,0.4,84.65,33.5,34.7,16.45,-0.2
Weber State Indoor Percussion,PIO,2015,8,2,4,83.5,32.25,34.825,16.425,-0.1,88.05,32.4,37.35,18.3,0.0,89.9,35.8,36.0,18.1,0.0,0.5,-2.6,1.7,1.4,0.0,87.8,33.7,36.5,17.6,0.0
Weber State Indoor Percussion,PIO,2015,11,3,5,84.78,32.96,35.06,16.76,-0.08,89.9,35.8,36.0,18.1,0.0,93.25,36.8,37.85,18.6,0.0,1.85,3.4,-1.35,-0.2,0.0,88.975,34.1,36.675,18.2,0.0
Aftermath,PIA,2015,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,30.0,31.1,15.4,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aftermath,PIA,2015,8,2,1,76.5,30.0,31.1,15.4,-0.25,76.5,30.0,31.1,15.4,-0.25,77.8,30.6,31.5,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Percussion,PIA,2015,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7,26.2,28.1,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Percussion,PIA,2015,4,3,1,67.7,26.2,28.1,13.4,0.0,67.7,26.2,28.1,13.4,0.0,71.7,28.6,28.8,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Percussion,PIA,2015,8,4,2,69.7,27.4,28.45,13.85,0.0,71.7,28.6,28.8,14.3,0.0,79.15,34.0,28.95,16.2,0.0,4.0,2.4,0.7,0.9,0.0,69.7,27.4,28.45,13.85,0.0
East Coast Percussion,PIA,2015,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.45,28.2,24.85,12.4,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Coast Percussion,PIA,2015,5,3,1,65.45,28.2,24.85,12.4,-1.9,65.45,28.2,24.85,12.4,-1.9,74.575,28.8,31.075,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elite Indoor Percussion,PIA,2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.95,28.6,26.55,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elite Indoor Percussion,PIA,2015,5,5,1,65.95,28.6,26.55,10.8,0.0,65.95,28.6,26.55,10.8,0.0,74.45,31.2,28.95,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elite Indoor Percussion,PIA,2015,7,2,2,70.2,29.9,27.75,12.55,0.0,74.45,31.2,28.95,14.3,0.0,82.8,34.4,31.9,16.5,-0.5,8.5,2.6,2.4,3.5,0.0,70.2,29.9,27.75,12.55,0.0
Elite Indoor Percussion,PIA,2015,8,1,3,74.4,31.4,29.133,13.867,-0.167,82.8,34.4,31.9,16.5,-0.5,81.4,32.0,33.7,15.7,0.0,8.35,3.2,2.95,2.2,-0.5,78.625,32.8,30.425,15.4,-0.25
Gold Coast Independent,PIA,2015,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1,26.4,28.2,12.5,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gold Coast Independent,PIA,2015,6,2,1,67.1,26.4,28.2,12.5,-0.75,67.1,26.4,28.2,12.5,-0.75,67.75,25.6,28.45,13.7,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gold Coast Independent,PIA,2015,8,2,2,67.425,26.0,28.325,13.1,-3.225,67.75,25.6,28.45,13.7,-5.7,73.3,32.0,27.5,13.8,-0.05,0.65,-0.8,0.25,1.2,-4.95,67.425,26.0,28.325,13.1,-3.225
Pasadena City College,PIA,2015,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.725,29.6,28.625,13.5,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasadena City College,PIA,2015,8,4,1,71.725,29.6,28.625,13.5,-2.8,71.725,29.6,28.625,13.5,-2.8,83.0,35.1,31.1,16.8,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Drumline,PIA,2015,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.15,29.0,29.55,15.6,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Drumline,PIA,2015,3,2,1,74.15,29.0,29.55,15.6,-3.0,74.15,29.0,29.55,15.6,-3.0,75.1,31.8,27.9,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Drumline,PIA,2015,4,1,2,74.625,30.4,28.725,15.5,-1.5,75.1,31.8,27.9,15.4,0.0,78.3,31.4,31.5,15.4,0.0,0.95,2.8,-1.65,-0.2,3.0,74.625,30.4,28.725,15.5,-1.5
Provo HS,PIA,2015,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.35,32.2,32.55,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Provo HS,PIA,2015,6,1,1,81.35,32.2,32.55,16.6,0.0,81.35,32.2,32.55,16.6,0.0,75.2,24.4,34.3,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Provo HS,PIA,2015,8,2,2,78.275,28.3,33.425,16.55,0.0,75.2,24.4,34.3,16.5,0.0,82.5,32.2,34.1,16.2,0.0,-6.15,-7.8,1.75,-0.1,0.0,78.275,28.3,33.425,16.55,0.0
Provo HS,PIA,2015,11,3,3,79.683,29.6,33.65,16.433,0.0,82.5,32.2,34.1,16.2,0.0,87.15,35.4,34.55,17.2,0.0,7.3,7.8,-0.2,-0.3,0.0,78.85,28.3,34.2,16.35,0.0
Rocori High School,PIA,2015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,28.0,26.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocori High School,PIA,2015,1,1,1,66.7,28.0,26.6,12.1,0.0,66.7,28.0,26.6,12.1,0.0,64.3,27.8,23.7,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocori High School,PIA,2015,2,1,2,65.5,27.9,25.15,12.45,0.0,64.3,27.8,23.7,12.8,0.0,61.75,26.6,25.45,9.7,0.0,-2.4,-0.2,-2.9,0.7,0.0,65.5,27.9,25.15,12.45,0.0
Rocori High School,PIA,2015,3,1,3,64.25,27.467,25.25,11.533,0.0,61.75,26.6,25.45,9.7,0.0,63.45,24.8,25.75,12.9,0.0,-2.55,-1.2,1.75,-3.1,0.0,63.025,27.2,24.575,11.25,0.0
Rocori High School,PIA,2015,4,1,4,64.05,26.8,25.375,11.875,0.0,63.45,24.8,25.75,12.9,0.0,67.4,28.6,26.3,12.5,0.0,1.7,-1.8,0.3,3.2,0.0,62.6,25.7,25.6,11.3,0.0
Rocori High School,PIA,2015,6,2,5,64.72,27.16,25.56,12.0,0.0,67.4,28.6,26.3,12.5,0.0,68.75,25.0,30.45,13.3,0.0,3.95,3.8,0.55,-0.4,0.0,65.425,26.7,26.025,12.7,0.0
Treasure Valley Independent,PIA,2015,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,26.6,27.95,11.65,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treasure Valley Independent,PIA,2015,11,8,1,66.2,26.6,27.95,11.65,-0.1,66.2,26.6,27.95,11.65,-0.1,76.0,29.6,30.7,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troopercussion Indoor,PIA,2015,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,27.8,28.3,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troopercussion Indoor,PIA,2015,5,3,1,69.5,27.8,28.3,13.4,0.0,69.5,27.8,28.3,13.4,0.0,76.5,29.4,31.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troopercussion Indoor,PIA,2015,11,6,2,73.0,28.6,29.7,14.7,0.0,76.5,29.4,31.1,16.0,0.0,82.75,33.4,32.45,16.9,0.0,7.0,1.6,2.8,2.6,0.0,73.0,28.6,29.7,14.7,0.0
Weber High School,PIA,2015,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,24.8,29.0,14.2,-3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weber High School,PIA,2015,8,3,1,68.0,24.8,29.0,14.2,-3.65,68.0,24.8,29.0,14.2,-3.65,69.1,25.4,29.9,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weber High School,PIA,2015,11,3,2,68.55,25.1,29.45,14.0,-1.825,69.1,25.4,29.9,13.8,0.0,73.35,28.6,30.35,14.4,0.0,1.1,0.6,0.9,-0.4,3.65,68.55,25.1,29.45,14.0,-1.825
Arcadia HS,PSW,2016,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2,24.0,16.2,26.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arcadia HS,PSW,2016,10,9,1,83.2,24.0,16.2,26.8,16.2,83.2,24.0,16.2,26.8,16.2,91.675,28.275,18.2,26.9,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayala HS,PSW,2016,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95,24.15,16.8,26.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayala HS,PSW,2016,5,4,1,83.95,24.15,16.8,26.5,16.5,83.95,24.15,16.8,26.5,16.5,87.9,27.0,18.3,24.9,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayala HS,PSW,2016,6,1,2,85.925,25.575,17.55,25.7,17.1,87.9,27.0,18.3,24.9,17.7,87.6,26.1,18.3,25.7,17.5,3.95,2.85,1.5,-1.6,1.2,85.925,25.575,17.55,25.7,17.1
Ayala HS,PSW,2016,9,3,3,86.483,25.75,17.8,25.7,17.233,87.6,26.1,18.3,25.7,17.5,91.95,28.35,18.45,26.85,18.3,-0.3,-0.9,0.0,0.8,-0.2,87.75,26.55,18.3,25.3,17.6
Ayala HS,PSW,2016,10,1,4,87.85,26.4,17.963,25.987,17.5,91.95,28.35,18.45,26.85,18.3,93.875,28.575,19.0,27.65,18.65,4.35,2.25,0.15,1.15,0.8,89.775,27.225,18.375,26.275,17.9
Centerville High School Percussion,PSW,2016,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,21.2,20.4,14.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centerville High School Percussion,PSW,2016,3,3,1,70.5,21.2,20.4,14.9,14.0,70.5,21.2,20.4,14.9,14.0,72.5,24.7,21.3,13.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centerville High School Percussion,PSW,2016,7,4,2,71.5,22.95,20.85,13.95,13.75,72.5,24.7,21.3,13.0,13.5,87.9,27.1,27.0,16.0,17.8,2.0,3.5,0.9,-1.9,-0.5,71.5,22.95,20.85,13.95,13.75
Centerville High School Percussion,PSW,2016,9,2,3,76.967,24.333,22.9,14.633,15.1,87.9,27.1,27.0,16.0,17.8,83.45,25.9,23.25,16.8,17.5,15.4,2.4,5.7,3.0,4.3,80.2,25.9,24.15,14.5,15.65
Chino Hills HS,PSW,2016,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.55,25.35,17.5,27.4,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chino Hills HS,PSW,2016,6,5,1,87.55,25.35,17.5,27.4,17.3,87.55,25.35,17.5,27.4,17.3,90.5,27.6,17.3,27.5,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chino Hills HS,PSW,2016,8,2,2,89.025,26.475,17.4,27.45,17.7,90.5,27.6,17.3,27.5,18.1,93.55,28.05,18.5,28.5,18.5,2.95,2.25,-0.2,0.1,0.8,89.025,26.475,17.4,27.45,17.7
Chino Hills HS,PSW,2016,9,1,3,90.533,27.0,17.767,27.8,17.967,93.55,28.05,18.5,28.5,18.5,94.4,28.8,18.3,28.4,18.9,3.05,0.45,1.2,1.0,0.4,92.025,27.825,17.9,28.0,18.3
Chino Hills HS,PSW,2016,10,1,4,91.5,27.45,17.9,27.95,18.2,94.4,28.8,18.3,28.4,18.9,95.613,29.062,18.65,28.85,19.05,0.85,0.75,-0.2,-0.1,0.4,93.975,28.425,18.4,28.45,18.7
Eden Prairie High School,PSW,2016,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4,23.3,26.1,14.8,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Prairie High School,PSW,2016,6,5,1,81.4,23.3,26.1,14.8,17.2,81.4,23.3,26.1,14.8,17.2,86.45,25.6,25.35,17.3,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Prairie High School,PSW,2016,9,3,2,83.925,24.45,25.725,16.05,17.7,86.45,25.6,25.35,17.3,18.2,91.2,27.7,26.85,17.85,18.8,5.05,2.3,-0.75,2.5,1.0,83.925,24.45,25.725,16.05,17.7
Lebanon High School,PSW,2016,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.45,22.5,21.75,16.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon High School,PSW,2016,3,3,1,75.45,22.5,21.75,16.6,14.6,75.45,22.5,21.75,16.6,14.6,83.35,25.9,24.15,16.5,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lebanon High School,PSW,2016,5,2,2,79.4,24.2,22.95,16.55,15.7,83.35,25.9,24.15,16.5,16.8,82.575,24.6,24.675,16.4,16.9,7.9,3.4,2.4,-0.1,2.2,79.4,24.2,22.95,16.55,15.7
Lebanon High School,PSW,2016,6,1,3,80.458,24.333,23.525,16.5,16.1,82.575,24.6,24.675,16.4,16.9,85.7,26.0,25.5,16.9,17.3,-0.775,-1.3,0.525,-0.1,0.1,82.962,25.25,24.412,16.45,16.85
Lebanon High School,PSW,2016,9,3,4,81.769,24.75,24.019,16.6,16.4,85.7,26.0,25.5,16.9,17.3,87.5,26.3,25.2,18.1,17.9,3.125,1.4,0.825,0.5,0.4,84.138,25.3,25.088,16.65,17.1
Rowland HS,PSW,2016,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4,24.3,16.6,23.9,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rowland HS,PSW,2016,5,1,1,80.4,24.3,16.6,23.9,15.6,80.4,24.3,16.6,23.9,15.6,83.15,26.25,17.2,24.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rowland HS,PSW,2016,6,1,2,81.775,25.275,16.9,24.3,15.3,83.15,26.25,17.2,24.7,15.0,79.3,24.3,16.0,24.2,14.8,2.75,1.95,0.6,0.8,-0.6,81.775,25.275,16.9,24.3,15.3
Rowland HS,PSW,2016,8,2,3,80.95,24.95,16.6,24.267,15.133,79.3,24.3,16.0,24.2,14.8,85.85,26.25,17.4,25.3,16.9,-3.85,-1.95,-1.2,-0.5,-0.2,81.225,25.275,16.6,24.45,14.9
Rowland HS,PSW,2016,9,1,4,82.175,25.275,16.8,24.525,15.575,85.85,26.25,17.4,25.3,16.9,87.5,26.4,17.2,26.8,17.1,6.55,1.95,1.4,1.1,2.1,82.575,25.275,16.7,24.75,15.85
Rowland HS,PSW,2016,10,1,5,83.24,25.5,16.88,24.98,15.88,87.5,26.4,17.2,26.8,17.1,89.175,26.325,17.6,27.5,17.75,1.65,0.15,-0.2,1.5,0.2,86.675,26.325,17.3,26.05,17.0
Tulare Western Percussion,PSW,2016,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,24.1,21.0,13.7,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tulare Western Percussion,PSW,2016,4,3,1,72.6,24.1,21.0,13.7,13.8,72.6,24.1,21.0,13.7,13.8,75.925,22.7,23.025,14.8,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
