year,month,day,class,name,overall score,music effect,visual effect,music,visual
2025,February,1,PSRA,Alcoa Indoor Percussion,66.6,20.1,20.1,13.2,13.2
2025,February,1,PSRA,East Hamilton Indoor Percussion,64.8,20.0,19.5,12.8,12.5
2025,February,1,PSRA,East Hamilton High School,64.8,20.0,19.5,12.8,12.5
2025,February,1,PSRA,Jefferson County High School Indoor Percussion,63.4,19.2,18.6,12.5,13.1
2025,February,1,PSRA,West High School Indoor Percussion,59.75,19.5,17.55,11.0,11.7
2025,February,1,PSRA,Gibbs Winter Drumline,59.151,18.7,16.95,11.6,11.9
2025,February,1,PSRA,Gibbs High School,59.151,18.7,16.95,11.6,11.9
2025,February,1,PSRA,Carter Indoor Percussion,58.551,18.0,17.25,12.0,11.3
2025,February,1,PSRA,Soddy Daisy Indoor Percussion,58.301,18.3,17.1,11.4,11.5
2025,February,1,PSRA,Claiborne High School Indoor Percussion,55.201,17.1,16.5,10.8,10.8
2025,February,1,PSA,Oak Ridge Indoor Percussion,72.9,20.6,22.2,15.4,14.7
2025,February,1,PSA,Lakeway Christian Academy Percussion,70.65,20.3,21.45,14.6,14.3
2025,February,1,PSA,Halls Indoor Percussion Ensemble,69.6,20.0,21.0,14.7,13.9
2025,February,1,PSA,Seymour Percussion,66.8,19.5,20.7,13.0,13.6
2025,February,1,PSA,Karns Indoor Percussion,64.001,18.8,19.2,13.8,12.2
2025,February,1,PSA,Hardin Valley Percussion,63.651,18.7,20.25,12.0,12.7
2025,February,1,PSA,Hardin Valley Academy,63.651,18.7,20.25,12.0,12.7
2025,February,1,PSA,Greeneville High School Percussion,63.101,19.2,19.5,12.6,11.8
2025,February,1,PSA,Bearden High School Indoor Percussion,62.401,17.8,19.8,12.8,12.0
2025,February,1,PSA,Heritage Indoor Percussion Ensemble,61.101,17.6,18.6,12.4,12.5
2023,April,21,PSW,Chino Hills HS,97.5,29.4,19.15,29.475,19.475
2023,April,21,PSW,Ayala HS,97.263,29.062,19.525,29.275,19.4
2023,April,21,PSW,Avon HS,96.825,29.025,19.375,29.45,18.975
2023,April,21,PSW,Vista Murrieta HS,96.613,28.837,19.5,28.85,19.425
2023,April,21,PSW,Dartmouth HS,94.788,28.612,18.675,28.375,19.125
2023,April,21,PSW,Center Grove HS,94.264,28.163,19.025,28.6,18.475
2023,April,21,PSW,Cy-Fair HS,92.739,27.263,18.6,27.875,19.0
2023,April,21,PSW,Broken Arrow HS,91.401,27.825,18.2,27.225,18.15
2023,April,21,PSW,Clear Brook HS,91.026,27.0,18.325,27.3,18.4
2023,April,21,PSW,Arcadia HS,90.663,26.812,18.325,27.575,17.95
2023,April,21,PSW,Sparkman HS,89.975,27.0,18.1,27.1,17.775
2023,April,21,PSW,Boswell HS,89.7,27.075,17.3,26.975,18.35
2023,April,21,PSW,Burleson Centennial HS,89.55,28.05,17.05,26.6,17.85
2023,April,21,PSW,Franklin Central HS,88.95,26.625,17.975,26.35,18.0
2023,April,21,PSW,Petal HS,87.225,25.875,19.0,24.65,17.7
2023,April,21,PSW,Clovis HS,86.738,25.988,17.15,26.35,17.25
2023,April,21,PSW,Old Bridge HS,86.475,26.625,17.4,25.5,16.95
2023,April,21,PSW,Walled Lake Consolidated Schools,86.4,25.725,17.4,26.25,17.025
2023,April,21,PSW,Milton HS,86.15,25.2,18.15,26.0,16.8
2023,April,21,PSW,Brandon Valley HS,84.113,24.863,16.65,25.7,16.9
2025,March,2,PSA,Ben Davis HS,83.7,25.8,16.5,24.6,16.8
2025,March,2,PSA,Hamilton Southeastern HS,82.95,25.35,16.4,25.1,16.1
2025,March,2,PSA,Hampton Township HS,77.9,24.0,16.2,22.4,15.3
2025,March,2,PSA,Kickapoo HS,77.5,23.4,16.0,22.1,16.0
2025,March,2,PSA,Lawrence Township School District,77.35,24.15,15.1,23.2,14.9
2025,March,2,PSA,Decatur Central HS,76.551,24.75,14.6,22.7,14.5
2025,March,2,PIA,Nomad Indoor,81.85,24.75,16.9,23.9,16.3
2025,March,2,PIA,IGNITE Winter Percussion,70.4,22.2,14.0,20.6,13.6
2025,March,2,PSO,Fishers HS,86.2,25.95,17.2,25.75,17.3
2025,March,2,PSO,Victor J. Andrew HS,85.7,26.4,16.95,24.85,17.5
2025,March,2,PSO,Noblesville HS,84.95,25.35,17.6,26.1,15.9
2025,March,2,PSO,Greenwood HS,83.2,24.75,16.6,24.75,17.1
2025,March,2,PSO,Zionsville Community HS,82.401,24.15,17.25,24.7,16.3
2025,March,2,PSO,Northview HS,80.501,23.1,16.5,24.5,16.4
2025,March,2,PSO,Halls HS,77.501,21.9,16.7,23.3,15.6
2025,March,2,PSO,Goshen HS,77.101,22.2,14.5,24.9,15.5
2025,March,2,PSO,Westfield HS (IN),76.45,22.65,14.8,23.8,15.2
2025,March,2,PSO,Carroll HS (IN),75.85,22.05,15.2,23.9,14.7
2025,March,2,PIO,Cap City 2,86.95,26.55,17.1,25.9,17.4
2025,March,2,PIO,Veritas,83.7,25.2,16.6,24.9,17.0
2025,March,2,PIO,Freedom Percussion,81.05,25.35,16.1,24.4,15.2
2025,March,2,PIO,Pi Percussion Inc.,76.2,24.0,15.3,22.4,14.5
2025,March,2,PIO,Crystal Lake Thunder,72.701,22.5,14.4,21.8,14.0
2025,March,2,PIW,Rhythm X,89.75,26.7,18.5,27.25,17.3
2025,March,2,PIW,Music City Mystique,86.5,25.2,17.5,26.7,17.1
2025,March,2,PIW,Cap City,85.85,25.65,17.8,25.4,17.0
2025,March,2,PIW,ConneXus,81.45,23.25,17.1,25.5,15.6
2020,January,25,P,Bearden Prep,59.78,11.47,11.21,12.1,12.2
2020,January,25,P,Hardin Valley Prep,52.08,11.07,10.21,10.1,10.8
2020,January,25,P,Karns Middle School,48.43,9.99,9.74,9.6,10.4
2020,January,25,P,Clinton Middle Winterguard,46.75,10.14,8.81,9.1,9.9
2020,January,25,P,Farragut Middle School,45.581,9.67,9.21,8.5,8.8
2020,January,25,P,Carter Prep,42.811,9.4,7.21,8.0,9.6
2020,January,25,N,Halls JV,60.01,13.67,11.8,11.1,11.3
2020,January,25,N,Greeneville Varsity,58.37,12.29,10.7,11.8,10.7
2020,January,25,N,West High School Winterguard,55.68,13.14,11.5,10.4,8.3
2020,January,25,N,Roane County High School Winterguard,54.79,13.26,10.6,10.0,8.4
2020,January,25,N,Alcoa High School Winterguard,53.91,12.07,11.1,8.7,10.3
2020,January,25,N,First Baptist Academy Winterguard,53.481,11.69,10.8,9.7,10.6
2020,January,25,N,Greeneville JV,49.361,10.61,9.8,9.2,9.8
2020,January,25,N,Lakeway Christian Academy Winterguard,49.121,10.88,10.2,8.6,8.9
2020,January,25,N,Anderson County Gray,47.921,11.88,8.9,8.1,8.7
2020,January,25,N,Karns High School Blue,45.83,10.73,9.6,8.3,7.6
2020,January,25,N,Claiborne County High School Winterguard,45.08,9.72,9.3,8.8,8.2
2020,January,25,PSN,Cumberland Gap Indoor Percussion,62.85,19.3,18.45,12.6,12.5
2020,January,25,PSN,Carter Drumline,62.4,18.5,18.9,12.2,12.8
2020,January,25,PSN,Powell Indoor Drumlime,62.3,20.3,17.4,12.4,12.2
2020,January,25,PSA,Karns High School,67.0,20.3,18.9,14.0,13.8
2020,January,25,PSA,Jefferson County High School Indoor Drumline,64.95,19.7,18.15,13.6,13.5
2020,January,25,PSA,Hardin Valley Academy Indoor Percussion Ensemble,70.1,21.5,20.7,14.3,13.6
2020,January,25,PSA,Oak Ridge Indoor Percussion,67.1,20.9,19.8,13.4,13.0
2020,January,25,PSA,Seymour Indoor Percussion,66.7,20.0,19.5,14.0,13.2
2020,January,25,PSA,Sullivan South Indoor Percussion,65.25,20.6,19.65,12.4,12.6
2020,January,25,PSA,Heritage Indoor Percussion Ensemble,63.85,19.4,19.05,13.2,12.2
2020,January,25,PSO,Halls Indoor Percussion Ensemble,71.15,22.1,20.25,14.4,14.4
2020,January,25,SRA,Halls Varsity,66.24,13.87,14.07,12.4,13.0
2020,January,25,SRA,Seymour JV,59.1,12.2,11.6,10.8,12.1
2020,January,25,SRA,Hardin Valley Academy JV,58.55,12.74,12.41,11.5,11.2
2020,January,25,SRA,Farragut High School Winterguard,56.75,12.01,11.74,9.9,11.1
2020,January,25,SRA,Carter High School Winterguard,56.261,12.35,12.21,9.9,10.7
2020,January,25,SRA,Central High School Winterguard,56.181,11.67,11.61,10.6,11.0
2020,January,25,SRA,Stone Memorial High School Winterguard,56.181,11.01,12.07,11.2,11.7
2020,January,25,SRA,Red Regiment Performing Ensemble,52.491,10.15,10.54,11.0,11.6
2020,January,25,SRA,Jefferson County High School Winterguard,52.271,12.86,12.01,9.3,8.3
2020,January,25,SRA,Soddy-Daisy JV,51.62,9.21,9.61,9.6,11.3
2020,January,25,SRA,Maryville Winterguard,51.41,10.07,10.14,10.2,11.4
2020,January,25,SRA,Gibbs High School Winterguard,50.47,10.29,9.48,9.0,10.6
2020,January,25,SRA,Clinton Winterguard,50.42,9.41,10.01,10.5,10.9
2020,January,25,SRA,East Hamilton High School Winterguard,48.39,10.61,9.68,8.5,10.4
2020,January,25,SRA,Powell Belles,48.21,10.34,10.47,9.3,8.6
2020,January,25,SRA,William Blount High School Winterguard,48.19,9.35,9.94,8.8,10.2
2020,January,25,SRA,Anderson County Blue,48.06,9.75,9.21,8.2,10.5
2020,January,25,IRA,Absolute RA Winterguard,66.05,14.14,14.21,12.9,12.6
2020,January,25,SA,Seymour Varsity,65.08,13.74,13.94,13.0,12.7
2020,January,25,SA,Bearden Varsity,61.41,13.07,13.54,11.6,11.9
2020,January,25,SA,Hardin Valley Academy Varsity,61.21,12.87,12.94,12.7,12.4
2020,January,25,SA,HIPE Blue,52.651,11.74,11.61,10.7,11.0
2020,January,25,SA,Karns High School Gold,47.761,10.01,9.35,10.0,9.8
2020,January,25,SA,Powell Bijoux,45.331,9.35,9.28,9.7,9.4
2024,February,17,PRA(,Marple Newtown,69.575,18.375,22.2,14.7,14.3
2024,February,17,PSA,Bridgewater Raritan,78.3,23.3,23.7,15.9,15.4
2024,February,17,PSA,Downingtown HS West,78.1,22.6,24.3,15.3,15.9
2024,February,17,PSA,Owen J Roberts,77.15,22.7,23.25,15.6,15.6
2024,February,17,PSA,Quakertown,75.05,22.4,23.1,14.65,14.9
2024,February,17,PSA,Highland Regional,74.05,23.0,21.9,14.45,14.7
2024,February,17,PSA,Hopewell Valley Central,73.351,21.0,23.55,13.6,15.2
2024,February,17,PSA,Downingtown HS East,73.001,21.7,22.05,14.15,15.1
2024,February,17,PSA,North Penn,70.351,19.6,23.4,13.55,13.8
2024,February,17,PSA,Phoenixville,71.101,21.3,20.55,15.25,14.0
2024,February,17,PSA,Upper Darby,69.7,19.9,21.6,13.9,14.3
2024,February,17,PSA,Edison HS,68.2,20.9,21.15,12.65,13.5
2024,February,17,PSA,Parkland,67.875,19.65,21.525,13.5,13.2
2024,February,17,PSA,Odessa High School,66.725,19.5,20.175,13.35,13.7
2024,February,17,PSA,Penn Manor High School,65.9,20.4,20.1,12.8,12.6
2024,February,17,PSA,Coatesville,64.775,20.1,19.575,13.0,12.1
2024,February,17,PSA,Daniel Boone,62.75,18.7,19.35,12.4,12.3
2024,February,17,PSA,Upper Dublin,56.0,18.0,18.0,10.0,10.0
2024,February,17,PIA,Central Bucks School District,71.4,22.1,20.7,13.7,14.9
2023,March,4,PRA,Odessa High School,75.95,23.0,22.65,15.4,14.9
2023,March,4,PRA,Phoenixville,73.25,21.9,22.05,14.5,14.8
2023,March,4,PRA,Plymouth Whitemarsh,71.35,19.8,20.55,15.1,15.9
2023,March,4,PRA,Marple Newtown,69.65,20.6,22.35,13.3,13.4
2023,March,4,PRA,Cheltenham,68.001,20.9,20.7,12.2,14.2
2023,March,4,PRA,Great Valley High School,67.401,20.2,20.1,13.0,14.1
2023,March,4,PSA,Owen J Roberts,81.95,23.9,24.75,16.4,16.9
2023,March,4,PSA,Egg Harbor Township HS,78.55,22.8,24.15,15.7,15.9
2023,March,4,PSA,Downingtown HS East,77.8,24.9,22.8,15.0,15.1
2023,March,4,PSA,Highland Regional,77.1,21.0,23.55,16.25,16.3
2023,March,4,PSA,Pennridge,75.15,22.0,22.35,15.3,15.5
2023,March,4,PSA,Cab Calloway,74.901,22.5,22.05,14.95,15.4
2023,March,4,PSA,Quakertown,73.651,21.4,22.95,14.6,14.7
2023,March,4,ME,Unionville,80.95,23.6,23.85,16.9,16.6
2023,March,4,PSO,Old Bridge,87.65,26.9,26.85,17.0,16.9
2022,March,5,PRA,Parkland,85.1,25.4,25.2,17.5,17.0
2022,March,5,PRA,Quakertown,85.1,25.7,25.8,17.0,16.6
2022,March,5,PRA,Cheltenham,80.35,24.1,24.15,16.2,15.9
2022,March,5,PRA,Coatesville,80.0,23.8,24.0,16.0,16.2
2022,March,5,PRA,Council Rock North,75.05,22.3,22.65,14.9,15.2
2022,March,5,PRA,Upper Dublin,74.201,21.4,22.2,14.9,15.7
2022,March,5,PRA,Great Valley High School,71.651,21.9,21.45,14.0,14.3
2022,March,5,PIA,Central Bucks School District,74.0,22.8,21.3,15.3,14.6
2022,March,5,PSA,Old Bridge,84.45,25.3,25.95,16.6,16.6
2022,March,5,PSA,Cab Calloway,81.6,25.2,24.6,16.2,15.6
2022,March,5,PSA,Spring-Ford,81.55,23.9,24.9,16.4,16.35
2022,March,5,PSA,Owen J Roberts,78.65,22.0,23.55,16.8,16.3
2022,March,5,PSA,North Penn,76.851,23.5,23.85,14.6,14.9
2022,March,5,PSA,Pennridge,76.751,23.0,22.35,16.0,15.4
2022,March,5,PSA,Middletown,77.501,24.3,23.4,14.6,15.2
2022,March,5,PSA,DE,77.501,24.3,23.4,14.6,15.2
2022,March,5,PSA,Highland Regional,75.551,21.9,22.95,14.9,15.8
2022,March,5,PSA,Phoenixville,72.701,22.0,21.75,14.0,14.95
2022,March,5,PSA,Downingtown HS East,71.2,20.6,22.2,14.2,14.2
2022,March,5,PSA,Downingtown PA,71.2,20.6,22.2,14.2,14.2
2022,March,5,PSA,Upper Darby,70.9,22.7,20.1,13.5,14.6
2022,March,5,ME,Unionville,81.25,23.6,25.05,15.8,16.8
2023,April,20,PSCA,Warren East HS,91.75,46.2,47.2,46.0,44.1
2023,April,20,PSCA,East Central HS,89.7,46.4,47.7,43.4,41.9
2023,April,20,PSCA,Newnan HS,87.6,45.1,44.9,43.8,41.4
2023,April,20,PSCA,West Clermont HS,87.05,45.2,45.6,40.5,42.8
2023,April,20,PSCA,Lewis Cass HS,84.951,43.7,44.4,40.9,40.9
2023,April,20,PSCA,Canton McKinley HS,83.601,44.8,43.9,38.1,40.4
2023,April,20,PSCA,Atoka HS,78.401,41.9,41.1,36.9,36.9
2023,April,20,PSCO,Cleveland HS,92.65,46.3,48.2,45.4,45.4
2023,April,20,PSCO,Penn-Trafford HS,91.05,45.6,46.4,44.2,45.9
2023,April,20,PSCO,Grassfield HS,89.4,44.6,45.9,41.9,46.4
2023,April,20,PSCO,Desoto Central HS,87.95,44.8,44.9,43.0,43.2
2023,April,20,PSCO,Powhatan HS,86.8,44.9,43.7,43.1,41.9
2023,April,20,PSCW,Fishers HS,94.7,47.9,46.9,48.0,46.6
2023,April,20,PSCW,Catawba Ridge HS,93.0,47.4,47.9,46.7,44.0
2023,April,20,PSCW,Ayala HS,92.75,45.4,47.4,47.1,45.6
2023,April,20,PSCW,Corinth Holders HS,88.8,44.4,44.9,45.0,43.3
2023,April,20,PSCW,Tunstall HS,84.3,41.9,42.4,41.9,42.4
2026,March,14,PSA,Temple City HS,85.15,24.3,17.8,25.35,17.7
2026,March,14,PSA,Trabuco Hills HS,85.0,24.9,16.6,26.0,17.5
2026,March,14,PSA,Helix Charter High School,84.95,25.35,16.9,25.6,17.1
2026,March,14,PSA,Lemoore HS,82.15,24.45,16.5,25.8,15.4
2026,March,14,PSA,Canyon HS (CA),82.025,24.975,15.9,25.55,15.6
2026,March,14,PSA,Rancho Alamitos HS,81.176,24.075,16.0,24.9,16.2
2026,March,14,PSA,Chaffey HS,79.426,24.225,15.7,24.6,14.9
2026,March,14,PSA,Colony HS,78.576,23.625,15.95,24.7,14.3
2026,March,14,PSA,Katella HS,77.45,23.55,14.8,23.1,16.0
2026,March,14,PSA,Ridgeview HS,76.8,22.5,15.4,22.5,16.4
2026,March,14,PSA,Merced HS,76.9,22.2,15.5,23.9,15.3
2026,March,14,PSA,Orange HS,74.3,21.6,14.9,21.7,16.1
2026,March,14,PSA,Independence HS (Bakersfield),77.601,24.0,15.6,23.0,15.0
2026,March,14,PSA,Westminster HS,73.8,20.1,15.8,22.8,15.1
2026,March,14,PSA,Townsend Jr. HS,70.1,20.4,13.5,21.0,15.2
2026,March,14,PSA,Monrovia HS,69.75,22.35,13.1,20.3,14.0
2026,March,14,PSA,Eastside HS Varsity,73.3,23.4,14.3,21.1,14.5
2026,March,14,PSA,Loara HS,66.3,19.5,13.9,19.3,13.6
2026,March,14,PSO,Great Oak HS,88.675,27.525,18.0,25.5,17.65
2026,March,14,PSO,Rancho Cucamonga HS,88.3,27.75,17.5,25.35,17.7
2026,March,14,PSO,Pacifica HS,87.05,27.3,17.6,24.95,17.2
2026,March,14,PSO,Arbor View HS,84.55,26.25,15.8,25.0,17.5
2026,March,14,PSO,Chino HS,84.35,26.55,16.3,24.6,16.9
2026,March,14,PSO,Liberty HS (CA),82.876,25.875,16.7,23.7,16.6
2026,March,14,PSO,Gahr HS,82.801,24.3,16.9,25.6,16.0
2026,March,14,PSO,Valencia HS,82.501,27.15,14.8,23.8,16.75
2026,March,14,PSO,Torres HS,81.226,24.825,17.4,23.9,15.1
2026,March,14,PSO,Mission Viejo HS,80.85,25.65,15.5,24.5,15.2
2026,March,14,PSO,El Toro HS,80.625,26.325,14.2,25.4,14.7
2026,March,14,PSO,Woodbridge HS,80.0,25.35,14.0,24.55,16.1
2026,March,14,PSO,Amador Valley HS,79.7,24.6,15.2,24.9,15.0
2026,March,14,PSO,Carlsbad HS,79.05,25.95,13.6,22.7,16.8
2026,March,14,PSO,Fountain Valley HS,75.45,25.05,14.4,22.0,14.0
2026,March,14,PSO,West Ranch HS,75.15,24.45,13.7,22.9,14.1
2026,March,14,PSW,Chino Hills HS,91.1,26.1,19.3,27.1,18.6
2026,March,14,PSW,Ayala HS,89.0,25.95,19.1,25.95,18.0
2026,March,14,PSW,Vista Murrieta HS,88.85,25.05,18.5,26.5,18.8
2026,March,14,PSW,Arcadia HS,87.25,25.35,18.0,25.5,18.4
2026,March,14,PSW,Etiwanda HS,84.326,25.125,17.4,24.5,17.3
2026,March,14,PSW,Buchanan HS,82.201,24.6,17.2,22.9,17.5
2026,March,14,PSW,El Dorado HS,80.901,23.4,17.15,24.15,16.2
2026,March,14,PSW,Foothill HS (NV),79.051,23.55,16.8,22.1,16.6
2026,March,14,PSW,Homestead HS (CA),77.1,23.1,16.9,21.5,15.6
2026,March,14,PSW,Cupertino HS,80.501,24.3,17.5,22.4,16.3
2024,March,30,SJ,Highland Hills MS,70.44,12.74,14.0,14.7,14.3
2024,March,30,SJ,Forest Hills,68.13,13.06,13.27,14.1,13.6
2024,March,30,SJ,Beechwood JV,66.79,13.28,13.81,13.6,13.0
2024,March,30,SRA,Paul Laurence Dunbar HS JV,79.09,15.26,16.13,15.8,15.9
2024,March,30,SRA,Scottsburg HS,78.11,15.34,16.47,15.1,15.3
2024,March,30,SRA,Silver Creek HS,77.3,15.93,15.07,15.6,15.2
2024,March,30,SRA,Wyoming HS,71.91,14.27,13.94,14.9,14.7
2024,March,30,SRA,Mercer Co HS,71.79,14.12,14.47,14.5,14.2
2024,March,30,SRA,Salem HS,71.551,14.08,13.67,14.8,14.3
2024,March,30,SRA,Jeffersonville HS,69.131,14.42,12.61,14.0,14.1
2024,March,30,PR,Paul Laurence Dunbar HS JV,79.09,15.26,16.13,15.8,15.9
2024,March,30,PR,Scottsburg HS,78.11,15.34,16.47,15.1,15.3
2024,March,30,PR,Silver Creek HS,77.3,15.93,15.07,15.6,15.2
2024,March,30,PR,Wyoming HS,71.91,14.27,13.94,14.9,14.7
2024,March,30,PR,Mercer Co HS,71.79,14.12,14.47,14.5,14.2
2024,March,30,PR,Salem HS,71.551,14.08,13.67,14.8,14.3
2024,March,30,PR,Jeffersonville HS,69.131,14.42,12.61,14.0,14.1
2024,March,30,SRA,George Rogers Clark HS - JV,76.9,15.73,16.07,14.8,14.9
2024,March,30,SRA,Wayne Co,76.6,15.33,16.27,15.1,15.4
2024,March,30,SRA,Butler Traditional HS,74.2,15.06,14.34,14.9,15.1
2024,March,30,SRA,Lakota West JV,73.53,14.86,15.07,14.4,14.3
2024,March,30,SRA,Marion County HS,73.51,14.14,15.47,14.3,14.6
2024,March,30,SRA,Bullitt East HS,72.861,14.61,14.15,14.2,14.4
2024,March,30,SRA,Madison Consolidated HS,69.511,14.06,13.65,13.8,14.1
2024,March,30,BR,George Rogers Clark HS - JV,76.9,15.73,16.07,14.8,14.9
2024,March,30,BR,Wayne Co,76.6,15.33,16.27,15.1,15.4
2024,March,30,BR,Butler Traditional HS,74.2,15.06,14.34,14.9,15.1
2024,March,30,BR,Lakota West JV,73.53,14.86,15.07,14.4,14.3
2024,March,30,BR,Marion County HS,73.51,14.14,15.47,14.3,14.6
2024,March,30,BR,Bullitt East HS,72.861,14.61,14.15,14.2,14.4
2024,March,30,BR,Madison Consolidated HS,69.511,14.06,13.65,13.8,14.1
2024,March,30,SRA,Madison Central HS JV,88.71,18.47,18.14,16.7,17.9
2024,March,30,SRA,Adair Co,86.51,17.54,17.07,17.0,17.6
2024,March,30,SRA,Lafayette HS - JV,85.21,17.34,17.87,16.5,17.5
2024,March,30,SRA,Eastern HS (KY),85.01,17.07,16.54,17.4,17.1
2024,March,30,SRA,Forest Hills,83.231,17.79,15.54,17.3,15.8
2024,March,30,SRA,North Oldham HS,82.401,18.13,15.07,16.6,16.4
2024,March,30,SRA,Deer Park HS,80.051,16.73,14.92,16.4,16.9
2024,March,30,SRA,Russell HS,79.961,17.39,15.87,15.4,15.9
2024,March,30,SRA,East Jessamine,79.67,16.33,15.34,15.8,15.7
2024,March,30,SRA,Cumberland Co HS,76.33,15.67,14.26,15.0,15.3
2024,March,30,SRA,Owensboro Catholic HS,76.22,15.75,14.67,15.6,15.2
2024,March,30,SRA,Glasgow HS,80.761,16.0,16.46,16.2,15.1
2024,March,30,IRA,Meridian,78.54,16.67,16.47,15.8,14.7
2024,March,30,IRA,Wildcat Color Guard,73.36,15.82,15.34,14.0,13.9
2024,March,30,IRA,Northern Kentucky University,70.26,15.34,13.62,14.5,13.0
2024,March,30,IRA,IGNITE,66.82,14.61,12.21,13.7,13.4
2024,March,30,SA,South Oldham HS,82.73,16.33,16.8,16.6,16.5
2024,March,30,SA,South Laurel HS,78.05,15.74,15.81,15.8,15.3
2024,March,30,SA,Dixie Heights HS,77.77,15.73,15.34,16.1,15.8
2024,March,30,SA,Grant Co,76.65,15.01,15.54,15.5,15.1
2024,March,30,SA,North Harrison,74.05,14.48,14.67,15.3,14.9
2024,March,30,SA,Washington Co HS,72.311,14.67,14.14,15.0,14.3
2024,March,30,SA,Anderson Co,71.261,13.88,14.48,14.5,14.4
2024,March,30,SA,Meade County HS,70.811,14.86,13.95,14.0,14.1
2024,March,30,PR,South Oldham HS,82.73,16.33,16.8,16.6,16.5
2024,March,30,PR,South Laurel HS,78.05,15.74,15.81,15.8,15.3
2024,March,30,PR,Dixie Heights HS,77.77,15.73,15.34,16.1,15.8
2024,March,30,PR,Grant Co,76.65,15.01,15.54,15.5,15.1
2024,March,30,PR,North Harrison,74.05,14.48,14.67,15.3,14.9
2024,March,30,PR,Washington Co HS,72.311,14.67,14.14,15.0,14.3
2024,March,30,PR,Anderson Co,71.261,13.88,14.48,14.5,14.4
2024,March,30,PR,Meade County HS,70.811,14.86,13.95,14.0,14.1
2024,March,30,SA,Tates Creek HS,80.32,16.19,15.93,16.3,15.9
2024,March,30,SA,Henry Clay HS,79.32,15.48,15.74,15.7,16.1
2024,March,30,SA,Ballard HS,78.0,14.67,15.73,15.9,15.5
2024,March,30,SA,Highlands HS,76.14,15.4,15.34,15.2,15.4
2024,March,30,SA,Paul Laurence Dunbar HS,75.35,15.59,15.26,14.4,14.8
2024,March,30,SA,duPont Manual HS,73.671,15.86,15.21,14.2,14.2
2024,March,30,SA,Floyd Central HS,73.161,15.39,14.67,14.8,14.6
2024,March,30,SA,Madeira HS,69.921,14.34,13.88,13.9,14.3
2024,March,30,BR,Tates Creek HS,80.32,16.19,15.93,16.3,15.9
2024,March,30,BR,Henry Clay HS,79.32,15.48,15.74,15.7,16.1
2024,March,30,BR,Ballard HS,78.0,14.67,15.73,15.9,15.5
2024,March,30,BR,Highlands HS,76.14,15.4,15.34,15.2,15.4
2024,March,30,BR,Paul Laurence Dunbar HS,75.35,15.59,15.26,14.4,14.8
2024,March,30,BR,duPont Manual HS,73.671,15.86,15.21,14.2,14.2
2024,March,30,BR,Floyd Central HS,73.161,15.39,14.67,14.8,14.6
2024,March,30,BR,Madeira HS,69.921,14.34,13.88,13.9,14.3
2024,March,30,PSA,Grant Co HS,77.0,22.7,23.1,15.5,15.7
2024,March,30,PSA,Scottsburg HS,73.3,21.6,21.9,15.1,14.7
2024,March,30,PSA,Boyle County HS,69.9,20.6,20.7,14.1,14.5
2024,March,30,PSA,Henryville HS,69.3,20.2,21.3,13.7,14.1
2024,March,30,SA,Lakota West,84.11,16.34,16.67,17.2,16.9
2024,March,30,SA,Milford HS,83.24,16.67,16.07,17.4,16.2
2024,March,30,SA,Elizabethtown HS,82.19,16.72,16.47,17.0,15.7
2024,March,30,SA,Central Hardin HS,78.11,15.34,15.67,16.0,15.6
2024,March,30,SA,John Hardin HS,77.871,15.0,15.87,15.2,16.0
2024,March,30,SA,Beechwood HS,77.671,15.33,15.14,15.5,15.5
2024,March,30,SA,Woodford County HS,75.771,15.01,15.06,15.3,15.1
2024,March,30,PR,Lakota West,84.11,16.34,16.67,17.2,16.9
2024,March,30,PR,Milford HS,83.24,16.67,16.07,17.4,16.2
2024,March,30,PR,Elizabethtown HS,82.19,16.72,16.47,17.0,15.7
2024,March,30,PR,Central Hardin HS,78.11,15.34,15.67,16.0,15.6
2024,March,30,PR,John Hardin HS,77.871,15.0,15.87,15.2,16.0
2024,March,30,PR,Beechwood HS,77.671,15.33,15.14,15.5,15.5
2024,March,30,PR,Woodford County HS,75.771,15.01,15.06,15.3,15.1
2024,March,30,SA,Lafayette HS,87.81,16.87,17.74,17.9,17.5
2024,March,30,SA,Larry A Ryle HS,86.13,16.86,17.27,17.3,17.2
2024,March,30,SA,Campbell Co HS Varsity,83.27,17.33,16.34,16.5,16.7
2024,March,30,SA,Floyd Central HS,82.48,16.54,16.14,16.8,16.5
2024,March,30,SA,Madison Central HS,78.24,15.73,15.21,15.7,16.3
2024,March,30,SA,George Rogers Clark HS - Varsity,78.141,16.27,15.87,15.6,15.4
2024,March,30,SA,Sycamore HS,72.801,14.61,14.39,14.6,14.7
2024,March,30,BR,Lafayette HS,87.81,16.87,17.74,17.9,17.5
2024,March,30,BR,Larry A Ryle HS,86.13,16.86,17.27,17.3,17.2
2024,March,30,BR,Campbell Co HS Varsity,83.27,17.33,16.34,16.5,16.7
2024,March,30,BR,Floyd Central HS,82.48,16.54,16.14,16.8,16.5
2024,March,30,BR,Madison Central HS,78.24,15.73,15.21,15.7,16.3
2024,March,30,BR,George Rogers Clark HS - Varsity,78.141,16.27,15.87,15.6,15.4
2024,March,30,BR,Sycamore HS,72.801,14.61,14.39,14.6,14.7
2024,March,30,IA,Forest Hills,81.77,16.53,16.54,16.5,15.9
2024,March,30,IA,Meridian A,78.61,16.07,15.94,15.9,15.6
